,CONTRACTOR,STATUS,SUM
5761,"Umbrella, Inc",OK,901
5762,"Umbrella, Inc",WAITING,293
5763,"Acme, Inc",CANCELED,785
5764,"Umbrella, Inc",WAITING,213
5765,"Acme, Inc",WAITING,608
5766,"Umbrella, Inc",OK,917
5767,"Umbrella, Inc",CANCELED,601
5768,"Acme, Inc",CANCELED,646
5769,"Umbrella, Inc",WAITING,752
5770,"Umbrella, Inc",OK,334
5771,"Acme, Inc",CANCELED,176
5772,"Acme, Inc",WAITING,810
5773,"Umbrella, Inc",OK,779
5774,"Umbrella, Inc",CANCELED,836
5775,"Umbrella, Inc",CANCELED,438
5776,"Acme, Inc",OK,320
5777,"Acme, Inc",WAITING,502
5778,"Umbrella, Inc",OK,136
5779,"Umbrella, Inc",WAITING,487
5780,"Acme, Inc",WAITING,825
5781,"Umbrella, Inc",OK,486
5782,"Umbrella, Inc",WAITING,543
5783,"Umbrella, Inc",CANCELED,374
5784,"Umbrella, Inc",CANCELED,414
5785,"Umbrella, Inc",CANCELED,235
5786,"Acme, Inc",CANCELED,596
5787,"Acme, Inc",OK,806
5788,"Umbrella, Inc",WAITING,945
5789,"Umbrella, Inc",WAITING,167
5790,"Umbrella, Inc",CANCELED,170
5791,"Acme, Inc",CANCELED,986
5792,"Acme, Inc",WAITING,576
5793,"Acme, Inc",CANCELED,411
5794,"Acme, Inc",WAITING,629
5795,"Umbrella, Inc",WAITING,298
5796,"Acme, Inc",WAITING,822
5797,"Umbrella, Inc",WAITING,682
5798,"Umbrella, Inc",WAITING,924
5799,"Acme, Inc",OK,151
5800,"Acme, Inc",CANCELED,895
5801,"Acme, Inc",CANCELED,539
5802,"Umbrella, Inc",OK,764
5803,"Acme, Inc",WAITING,840
5804,"Acme, Inc",WAITING,607
5805,"Umbrella, Inc",CANCELED,297
5806,"Acme, Inc",WAITING,407
5807,"Umbrella, Inc",WAITING,146
5808,"Acme, Inc",WAITING,329
5809,"Umbrella, Inc",WAITING,523
5810,"Umbrella, Inc",OK,183
5811,"Umbrella, Inc",CANCELED,470
5812,"Acme, Inc",OK,553
5813,"Umbrella, Inc",WAITING,650
5814,"Acme, Inc",CANCELED,644
5815,"Umbrella, Inc",WAITING,986
5816,"Acme, Inc",WAITING,364
5817,"Acme, Inc",CANCELED,670
5818,"Umbrella, Inc",CANCELED,488
5819,"Umbrella, Inc",OK,836
5820,"Acme, Inc",CANCELED,907
5821,"Acme, Inc",WAITING,517
5822,"Umbrella, Inc",WAITING,948
5823,"Umbrella, Inc",CANCELED,759
5824,"Umbrella, Inc",WAITING,391
5825,"Umbrella, Inc",WAITING,498
5826,"Acme, Inc",CANCELED,275
5827,"Umbrella, Inc",OK,171
5828,"Umbrella, Inc",CANCELED,774
5829,"Acme, Inc",OK,693
5830,"Umbrella, Inc",OK,551
5831,"Umbrella, Inc",CANCELED,883
5832,"Acme, Inc",WAITING,458
5833,"Umbrella, Inc",WAITING,979
5834,"Umbrella, Inc",WAITING,596
5835,"Umbrella, Inc",CANCELED,307
5836,"Acme, Inc",CANCELED,545
5837,"Acme, Inc",CANCELED,299
5838,"Umbrella, Inc",CANCELED,100
5839,"Umbrella, Inc",WAITING,122
5840,"Acme, Inc",CANCELED,911
5841,"Umbrella, Inc",OK,174
5842,"Acme, Inc",OK,191
5843,"Umbrella, Inc",OK,315
5844,"Umbrella, Inc",CANCELED,488
5845,"Acme, Inc",OK,752
5846,"Umbrella, Inc",CANCELED,694
5847,"Acme, Inc",OK,642
5848,"Umbrella, Inc",OK,486
5849,"Umbrella, Inc",OK,844
5850,"Acme, Inc",CANCELED,251
5851,"Umbrella, Inc",WAITING,248
5852,"Umbrella, Inc",CANCELED,386
5853,"Acme, Inc",CANCELED,706
5854,"Umbrella, Inc",OK,468
5855,"Umbrella, Inc",CANCELED,774
5856,"Umbrella, Inc",WAITING,636
5857,"Acme, Inc",CANCELED,280
5858,"Umbrella, Inc",OK,530
5859,"Umbrella, Inc",CANCELED,186
5860,"Acme, Inc",WAITING,907
5861,"Acme, Inc",WAITING,726
5862,"Umbrella, Inc",OK,974
5863,"Acme, Inc",OK,481
5864,"Acme, Inc",WAITING,204
5865,"Umbrella, Inc",CANCELED,493
5866,"Umbrella, Inc",CANCELED,920
5867,"Acme, Inc",CANCELED,248
5868,"Acme, Inc",CANCELED,423
5869,"Acme, Inc",WAITING,863
5870,"Umbrella, Inc",WAITING,946
5871,"Umbrella, Inc",WAITING,971
5872,"Umbrella, Inc",WAITING,605
5873,"Acme, Inc",WAITING,154
5874,"Acme, Inc",OK,173
5875,"Umbrella, Inc",OK,319
5876,"Umbrella, Inc",CANCELED,758
5877,"Umbrella, Inc",OK,713
5878,"Umbrella, Inc",OK,943
5879,"Umbrella, Inc",WAITING,357
5880,"Umbrella, Inc",WAITING,498
5881,"Umbrella, Inc",WAITING,758
5882,"Acme, Inc",WAITING,638
5883,"Umbrella, Inc",CANCELED,361
5884,"Acme, Inc",OK,715
5885,"Acme, Inc",CANCELED,288
5886,"Acme, Inc",CANCELED,706
5887,"Umbrella, Inc",CANCELED,849
5888,"Umbrella, Inc",CANCELED,801
5889,"Umbrella, Inc",WAITING,604
5890,"Acme, Inc",OK,883
5891,"Acme, Inc",WAITING,175
5892,"Acme, Inc",WAITING,654
5893,"Acme, Inc",WAITING,946
5894,"Umbrella, Inc",OK,712
5895,"Umbrella, Inc",CANCELED,820
5896,"Umbrella, Inc",CANCELED,341
5897,"Acme, Inc",OK,454
5898,"Umbrella, Inc",CANCELED,850
5899,"Umbrella, Inc",OK,172
5900,"Acme, Inc",OK,455
5901,"Umbrella, Inc",OK,709
5902,"Acme, Inc",CANCELED,457
5903,"Acme, Inc",CANCELED,806
5904,"Umbrella, Inc",WAITING,789
5905,"Umbrella, Inc",OK,895
5906,"Umbrella, Inc",OK,254
5907,"Umbrella, Inc",CANCELED,878
5908,"Acme, Inc",OK,618
5909,"Acme, Inc",CANCELED,554
5910,"Umbrella, Inc",WAITING,743
5911,"Acme, Inc",WAITING,468
5912,"Acme, Inc",WAITING,675
5913,"Umbrella, Inc",CANCELED,641
5914,"Acme, Inc",OK,512
5915,"Umbrella, Inc",WAITING,611
5916,"Acme, Inc",OK,409
5917,"Umbrella, Inc",WAITING,974
5918,"Acme, Inc",WAITING,653
5919,"Umbrella, Inc",WAITING,392
5920,"Acme, Inc",WAITING,671
5921,"Acme, Inc",OK,542
5922,"Acme, Inc",WAITING,577
5923,"Acme, Inc",WAITING,598
5924,"Acme, Inc",WAITING,681
5925,"Umbrella, Inc",WAITING,638
5926,"Acme, Inc",CANCELED,670
5927,"Acme, Inc",CANCELED,962
5928,"Umbrella, Inc",WAITING,311
5929,"Umbrella, Inc",WAITING,365
5930,"Acme, Inc",WAITING,721
5931,"Umbrella, Inc",OK,711
5932,"Umbrella, Inc",OK,744
5933,"Umbrella, Inc",WAITING,706
5934,"Umbrella, Inc",OK,464
5935,"Umbrella, Inc",OK,761
5936,"Umbrella, Inc",OK,488
5937,"Acme, Inc",CANCELED,757
5938,"Umbrella, Inc",CANCELED,130
5939,"Acme, Inc",OK,574
5940,"Umbrella, Inc",CANCELED,568
5941,"Acme, Inc",WAITING,352
5942,"Umbrella, Inc",WAITING,847
5943,"Umbrella, Inc",CANCELED,187
5944,"Umbrella, Inc",WAITING,918
5945,"Acme, Inc",OK,571
5946,"Acme, Inc",CANCELED,212
5947,"Umbrella, Inc",CANCELED,343
5948,"Umbrella, Inc",OK,143
5949,"Acme, Inc",WAITING,348
5950,"Umbrella, Inc",CANCELED,143
5951,"Umbrella, Inc",OK,386
5952,"Acme, Inc",WAITING,404
5953,"Acme, Inc",CANCELED,424
5954,"Acme, Inc",CANCELED,717
5955,"Acme, Inc",WAITING,311
5956,"Acme, Inc",WAITING,789
5957,"Acme, Inc",OK,320
5958,"Acme, Inc",CANCELED,131
5959,"Acme, Inc",WAITING,284
5960,"Acme, Inc",CANCELED,330
5961,"Acme, Inc",WAITING,162
5962,"Acme, Inc",WAITING,868
5963,"Acme, Inc",CANCELED,293
5964,"Umbrella, Inc",WAITING,408
5965,"Umbrella, Inc",WAITING,282
5966,"Acme, Inc",OK,567
5967,"Acme, Inc",OK,976
5968,"Acme, Inc",WAITING,346
5969,"Umbrella, Inc",CANCELED,159
5970,"Acme, Inc",OK,371
5971,"Umbrella, Inc",OK,322
5972,"Umbrella, Inc",CANCELED,681
5973,"Umbrella, Inc",WAITING,430
5974,"Umbrella, Inc",CANCELED,308
5975,"Umbrella, Inc",CANCELED,594
5976,"Acme, Inc",CANCELED,361
5977,"Acme, Inc",WAITING,352
5978,"Acme, Inc",WAITING,955
5979,"Acme, Inc",WAITING,804
5980,"Acme, Inc",OK,815
5981,"Acme, Inc",CANCELED,544
5982,"Acme, Inc",WAITING,573
5983,"Umbrella, Inc",WAITING,554
5984,"Acme, Inc",OK,632
5985,"Umbrella, Inc",CANCELED,270
5986,"Umbrella, Inc",WAITING,856
5987,"Acme, Inc",CANCELED,296
5988,"Umbrella, Inc",OK,936
5989,"Umbrella, Inc",WAITING,729
5990,"Umbrella, Inc",CANCELED,131
5991,"Acme, Inc",WAITING,401
5992,"Umbrella, Inc",CANCELED,310
5993,"Acme, Inc",WAITING,488
5994,"Acme, Inc",WAITING,266
5995,"Umbrella, Inc",CANCELED,879
5996,"Acme, Inc",CANCELED,939
5997,"Acme, Inc",OK,991
5998,"Umbrella, Inc",OK,197
5999,"Umbrella, Inc",WAITING,404
6000,"Acme, Inc",WAITING,822
6001,"Acme, Inc",WAITING,560
6002,"Umbrella, Inc",CANCELED,385
6003,"Acme, Inc",OK,340
6004,"Umbrella, Inc",WAITING,113
6005,"Acme, Inc",WAITING,398
6006,"Acme, Inc",OK,605
6007,"Umbrella, Inc",CANCELED,466
6008,"Umbrella, Inc",CANCELED,535
6009,"Acme, Inc",WAITING,346
6010,"Acme, Inc",WAITING,744
6011,"Umbrella, Inc",OK,668
6012,"Umbrella, Inc",CANCELED,628
6013,"Umbrella, Inc",WAITING,614
6014,"Acme, Inc",CANCELED,228
6015,"Umbrella, Inc",OK,580
6016,"Umbrella, Inc",CANCELED,262
6017,"Acme, Inc",CANCELED,487
6018,"Acme, Inc",CANCELED,854
6019,"Acme, Inc",OK,587
6020,"Umbrella, Inc",OK,894
6021,"Umbrella, Inc",CANCELED,156
6022,"Umbrella, Inc",WAITING,987
6023,"Umbrella, Inc",CANCELED,914
6024,"Umbrella, Inc",WAITING,899
6025,"Acme, Inc",CANCELED,840
6026,"Acme, Inc",OK,477
6027,"Umbrella, Inc",OK,795
6028,"Umbrella, Inc",CANCELED,108
6029,"Acme, Inc",OK,457
6030,"Acme, Inc",CANCELED,513
6031,"Acme, Inc",WAITING,348
6032,"Umbrella, Inc",OK,442
6033,"Acme, Inc",OK,229
6034,"Acme, Inc",WAITING,766
6035,"Acme, Inc",OK,429
6036,"Umbrella, Inc",CANCELED,799
6037,"Acme, Inc",CANCELED,816
6038,"Umbrella, Inc",OK,198
6039,"Acme, Inc",CANCELED,710
6040,"Umbrella, Inc",CANCELED,618
6041,"Umbrella, Inc",WAITING,127
6042,"Umbrella, Inc",WAITING,746
6043,"Acme, Inc",CANCELED,407
6044,"Acme, Inc",CANCELED,786
6045,"Umbrella, Inc",OK,818
6046,"Acme, Inc",WAITING,363
6047,"Umbrella, Inc",CANCELED,254
6048,"Umbrella, Inc",WAITING,855
6049,"Acme, Inc",CANCELED,125
6050,"Umbrella, Inc",CANCELED,147
6051,"Acme, Inc",OK,995
6052,"Umbrella, Inc",CANCELED,961
6053,"Acme, Inc",OK,776
6054,"Umbrella, Inc",CANCELED,979
6055,"Acme, Inc",OK,791
6056,"Acme, Inc",OK,797
6057,"Acme, Inc",OK,225
6058,"Acme, Inc",OK,231
6059,"Umbrella, Inc",CANCELED,496
6060,"Acme, Inc",WAITING,954
6061,"Umbrella, Inc",OK,938
6062,"Acme, Inc",OK,510
6063,"Acme, Inc",CANCELED,620
6064,"Acme, Inc",CANCELED,327
6065,"Acme, Inc",WAITING,999
6066,"Umbrella, Inc",CANCELED,307
6067,"Acme, Inc",CANCELED,749
6068,"Umbrella, Inc",CANCELED,928
6069,"Umbrella, Inc",WAITING,934
6070,"Umbrella, Inc",CANCELED,934
6071,"Umbrella, Inc",OK,989
6072,"Acme, Inc",OK,140
6073,"Acme, Inc",OK,708
6074,"Acme, Inc",CANCELED,225
6075,"Umbrella, Inc",CANCELED,665
6076,"Acme, Inc",WAITING,486
6077,"Umbrella, Inc",CANCELED,368
6078,"Acme, Inc",CANCELED,879
6079,"Umbrella, Inc",OK,684
6080,"Acme, Inc",WAITING,653
6081,"Acme, Inc",WAITING,100
6082,"Acme, Inc",WAITING,149
6083,"Umbrella, Inc",CANCELED,698
6084,"Umbrella, Inc",CANCELED,241
6085,"Umbrella, Inc",CANCELED,408
6086,"Umbrella, Inc",OK,846
6087,"Umbrella, Inc",CANCELED,242
6088,"Acme, Inc",OK,668
6089,"Acme, Inc",CANCELED,708
6090,"Umbrella, Inc",OK,682
6091,"Acme, Inc",OK,134
6092,"Umbrella, Inc",CANCELED,416
6093,"Acme, Inc",CANCELED,954
6094,"Umbrella, Inc",OK,172
6095,"Umbrella, Inc",WAITING,438
6096,"Umbrella, Inc",WAITING,346
6097,"Acme, Inc",OK,842
6098,"Umbrella, Inc",CANCELED,806
6099,"Acme, Inc",WAITING,939
6100,"Umbrella, Inc",WAITING,641
6101,"Umbrella, Inc",WAITING,396
6102,"Umbrella, Inc",CANCELED,434
6103,"Umbrella, Inc",CANCELED,922
6104,"Acme, Inc",OK,232
6105,"Acme, Inc",CANCELED,428
6106,"Acme, Inc",WAITING,200
6107,"Acme, Inc",WAITING,464
6108,"Acme, Inc",WAITING,777
6109,"Umbrella, Inc",OK,971
6110,"Acme, Inc",CANCELED,318
6111,"Acme, Inc",CANCELED,241
6112,"Umbrella, Inc",OK,843
6113,"Umbrella, Inc",CANCELED,262
6114,"Acme, Inc",OK,653
6115,"Umbrella, Inc",OK,284
6116,"Acme, Inc",OK,243
6117,"Umbrella, Inc",CANCELED,338
6118,"Acme, Inc",OK,414
6119,"Umbrella, Inc",CANCELED,724
6120,"Umbrella, Inc",OK,593
6121,"Acme, Inc",WAITING,315
6122,"Umbrella, Inc",CANCELED,493
6123,"Umbrella, Inc",OK,772
6124,"Umbrella, Inc",WAITING,492
6125,"Acme, Inc",CANCELED,137
6126,"Acme, Inc",CANCELED,161
6127,"Acme, Inc",OK,269
6128,"Umbrella, Inc",CANCELED,997
6129,"Acme, Inc",OK,703
6130,"Acme, Inc",WAITING,595
6131,"Umbrella, Inc",WAITING,500
6132,"Acme, Inc",OK,206
6133,"Acme, Inc",OK,713
6134,"Acme, Inc",OK,625
6135,"Acme, Inc",OK,394
6136,"Acme, Inc",WAITING,997
6137,"Umbrella, Inc",OK,421
6138,"Umbrella, Inc",CANCELED,977
6139,"Acme, Inc",OK,336
6140,"Umbrella, Inc",WAITING,475
6141,"Acme, Inc",OK,971
6142,"Acme, Inc",OK,405
6143,"Acme, Inc",OK,622
6144,"Acme, Inc",WAITING,195
6145,"Umbrella, Inc",CANCELED,605
6146,"Acme, Inc",CANCELED,521
6147,"Umbrella, Inc",WAITING,377
6148,"Umbrella, Inc",WAITING,975
6149,"Umbrella, Inc",OK,700
6150,"Acme, Inc",OK,704
6151,"Acme, Inc",CANCELED,745
6152,"Umbrella, Inc",OK,325
6153,"Umbrella, Inc",WAITING,200
6154,"Umbrella, Inc",WAITING,344
6155,"Acme, Inc",OK,522
6156,"Umbrella, Inc",CANCELED,216
6157,"Acme, Inc",WAITING,879
6158,"Umbrella, Inc",OK,476
6159,"Acme, Inc",OK,985
6160,"Acme, Inc",OK,949
6161,"Umbrella, Inc",WAITING,367
6162,"Umbrella, Inc",CANCELED,317
6163,"Umbrella, Inc",WAITING,849
6164,"Umbrella, Inc",WAITING,766
6165,"Umbrella, Inc",CANCELED,313
6166,"Acme, Inc",WAITING,750
6167,"Acme, Inc",CANCELED,179
6168,"Acme, Inc",OK,303
6169,"Umbrella, Inc",CANCELED,626
6170,"Acme, Inc",OK,854
6171,"Acme, Inc",WAITING,324
6172,"Acme, Inc",OK,101
6173,"Acme, Inc",CANCELED,576
6174,"Umbrella, Inc",WAITING,440
6175,"Acme, Inc",WAITING,565
6176,"Umbrella, Inc",WAITING,877
6177,"Acme, Inc",WAITING,447
6178,"Umbrella, Inc",WAITING,403
6179,"Acme, Inc",OK,513
6180,"Acme, Inc",OK,646
6181,"Acme, Inc",WAITING,660
6182,"Umbrella, Inc",CANCELED,315
6183,"Umbrella, Inc",OK,832
6184,"Acme, Inc",CANCELED,317
6185,"Acme, Inc",CANCELED,910
6186,"Acme, Inc",OK,960
6187,"Umbrella, Inc",WAITING,424
6188,"Umbrella, Inc",OK,391
6189,"Umbrella, Inc",CANCELED,758
6190,"Umbrella, Inc",CANCELED,338
6191,"Acme, Inc",CANCELED,377
6192,"Umbrella, Inc",WAITING,469
6193,"Umbrella, Inc",WAITING,848
6194,"Acme, Inc",CANCELED,572
6195,"Umbrella, Inc",WAITING,327
6196,"Umbrella, Inc",CANCELED,738
6197,"Umbrella, Inc",CANCELED,250
6198,"Umbrella, Inc",CANCELED,704
6199,"Umbrella, Inc",WAITING,767
6200,"Acme, Inc",OK,397
6201,"Acme, Inc",WAITING,725
6202,"Umbrella, Inc",CANCELED,454
6203,"Acme, Inc",CANCELED,452
6204,"Umbrella, Inc",OK,500
6205,"Acme, Inc",OK,739
6206,"Acme, Inc",OK,263
6207,"Umbrella, Inc",OK,821
6208,"Acme, Inc",WAITING,765
6209,"Acme, Inc",OK,432
6210,"Umbrella, Inc",OK,194
6211,"Acme, Inc",WAITING,994
6212,"Umbrella, Inc",WAITING,895
6213,"Umbrella, Inc",OK,690
6214,"Acme, Inc",CANCELED,299
6215,"Umbrella, Inc",OK,757
6216,"Acme, Inc",OK,512
6217,"Acme, Inc",OK,500
6218,"Acme, Inc",WAITING,345
6219,"Acme, Inc",CANCELED,146
6220,"Acme, Inc",OK,276
6221,"Acme, Inc",OK,311
6222,"Acme, Inc",CANCELED,565
6223,"Umbrella, Inc",OK,262
6224,"Umbrella, Inc",CANCELED,669
6225,"Umbrella, Inc",OK,628
6226,"Acme, Inc",OK,892
6227,"Acme, Inc",OK,787
6228,"Umbrella, Inc",WAITING,641
6229,"Umbrella, Inc",WAITING,517
6230,"Acme, Inc",OK,438
6231,"Acme, Inc",WAITING,210
6232,"Acme, Inc",CANCELED,334
6233,"Acme, Inc",WAITING,739
6234,"Acme, Inc",OK,371
6235,"Umbrella, Inc",WAITING,583
6236,"Umbrella, Inc",OK,739
6237,"Umbrella, Inc",OK,221
6238,"Acme, Inc",CANCELED,655
6239,"Acme, Inc",OK,702
6240,"Acme, Inc",CANCELED,523
6241,"Umbrella, Inc",OK,550
6242,"Umbrella, Inc",OK,511
6243,"Umbrella, Inc",OK,538
6244,"Umbrella, Inc",OK,547
6245,"Acme, Inc",OK,570
6246,"Umbrella, Inc",CANCELED,884
6247,"Acme, Inc",OK,878
6248,"Umbrella, Inc",CANCELED,580
6249,"Acme, Inc",CANCELED,245
6250,"Umbrella, Inc",OK,521
6251,"Acme, Inc",WAITING,624
6252,"Umbrella, Inc",CANCELED,594
6253,"Acme, Inc",WAITING,410
6254,"Acme, Inc",WAITING,157
6255,"Umbrella, Inc",OK,391
6256,"Acme, Inc",CANCELED,447
6257,"Umbrella, Inc",WAITING,655
6258,"Acme, Inc",WAITING,983
6259,"Umbrella, Inc",CANCELED,698
6260,"Acme, Inc",OK,772
6261,"Umbrella, Inc",WAITING,906
6262,"Acme, Inc",WAITING,975
6263,"Acme, Inc",OK,332
6264,"Umbrella, Inc",WAITING,436
6265,"Acme, Inc",CANCELED,736
6266,"Umbrella, Inc",OK,597
6267,"Acme, Inc",OK,480
6268,"Acme, Inc",CANCELED,787
6269,"Umbrella, Inc",WAITING,996
6270,"Umbrella, Inc",CANCELED,202
6271,"Acme, Inc",OK,661
6272,"Acme, Inc",CANCELED,489
6273,"Acme, Inc",OK,188
6274,"Umbrella, Inc",WAITING,393
6275,"Acme, Inc",OK,977
6276,"Acme, Inc",OK,764
6277,"Umbrella, Inc",OK,470
6278,"Acme, Inc",WAITING,864
6279,"Umbrella, Inc",OK,736
6280,"Acme, Inc",WAITING,256
6281,"Acme, Inc",CANCELED,917
6282,"Acme, Inc",OK,116
6283,"Umbrella, Inc",CANCELED,365
6284,"Umbrella, Inc",OK,107
6285,"Umbrella, Inc",CANCELED,662
6286,"Acme, Inc",CANCELED,607
6287,"Acme, Inc",OK,796
6288,"Umbrella, Inc",WAITING,415
6289,"Umbrella, Inc",WAITING,360
6290,"Umbrella, Inc",CANCELED,773
6291,"Umbrella, Inc",OK,426
6292,"Acme, Inc",CANCELED,864
6293,"Umbrella, Inc",WAITING,834
6294,"Umbrella, Inc",WAITING,727
6295,"Umbrella, Inc",CANCELED,333
6296,"Umbrella, Inc",WAITING,695
6297,"Acme, Inc",WAITING,258
6298,"Acme, Inc",WAITING,296
6299,"Umbrella, Inc",OK,730
6300,"Acme, Inc",OK,834
6301,"Acme, Inc",OK,554
6302,"Acme, Inc",WAITING,102
6303,"Umbrella, Inc",CANCELED,395
6304,"Acme, Inc",WAITING,208
6305,"Acme, Inc",WAITING,274
6306,"Umbrella, Inc",CANCELED,839
6307,"Acme, Inc",WAITING,734
6308,"Umbrella, Inc",WAITING,563
6309,"Umbrella, Inc",WAITING,131
6310,"Umbrella, Inc",OK,404
6311,"Acme, Inc",WAITING,755
6312,"Acme, Inc",CANCELED,515
6313,"Acme, Inc",CANCELED,479
6314,"Acme, Inc",WAITING,412
6315,"Umbrella, Inc",CANCELED,131
6316,"Umbrella, Inc",OK,890
6317,"Acme, Inc",WAITING,170
6318,"Umbrella, Inc",WAITING,496
6319,"Acme, Inc",CANCELED,490
6320,"Umbrella, Inc",WAITING,116
6321,"Acme, Inc",WAITING,918
6322,"Acme, Inc",CANCELED,664
6323,"Umbrella, Inc",CANCELED,746
6324,"Umbrella, Inc",CANCELED,499
6325,"Umbrella, Inc",CANCELED,385
6326,"Acme, Inc",WAITING,793
6327,"Acme, Inc",WAITING,434
6328,"Umbrella, Inc",CANCELED,127
6329,"Acme, Inc",OK,788
6330,"Umbrella, Inc",CANCELED,773
6331,"Umbrella, Inc",OK,234
6332,"Umbrella, Inc",CANCELED,255
6333,"Acme, Inc",CANCELED,971
6334,"Acme, Inc",CANCELED,610
6335,"Acme, Inc",OK,101
6336,"Acme, Inc",CANCELED,865
6337,"Umbrella, Inc",WAITING,925
6338,"Acme, Inc",WAITING,957
6339,"Umbrella, Inc",CANCELED,306
6340,"Umbrella, Inc",OK,919
6341,"Umbrella, Inc",WAITING,422
6342,"Umbrella, Inc",WAITING,777
6343,"Acme, Inc",OK,402
6344,"Acme, Inc",WAITING,880
6345,"Umbrella, Inc",OK,122
6346,"Acme, Inc",OK,326
6347,"Umbrella, Inc",WAITING,187
6348,"Acme, Inc",CANCELED,548
6349,"Umbrella, Inc",CANCELED,256
6350,"Acme, Inc",CANCELED,445
6351,"Acme, Inc",CANCELED,557
6352,"Acme, Inc",OK,633
6353,"Umbrella, Inc",CANCELED,616
6354,"Acme, Inc",WAITING,620
6355,"Acme, Inc",CANCELED,454
6356,"Acme, Inc",OK,254
6357,"Umbrella, Inc",WAITING,658
6358,"Umbrella, Inc",WAITING,273
6359,"Umbrella, Inc",CANCELED,364
6360,"Umbrella, Inc",WAITING,511
6361,"Umbrella, Inc",CANCELED,474
6362,"Acme, Inc",CANCELED,723
6363,"Acme, Inc",WAITING,335
6364,"Umbrella, Inc",WAITING,620
6365,"Umbrella, Inc",WAITING,620
6366,"Umbrella, Inc",WAITING,757
6367,"Umbrella, Inc",WAITING,163
6368,"Acme, Inc",CANCELED,352
6369,"Acme, Inc",OK,285
6370,"Umbrella, Inc",WAITING,735
6371,"Umbrella, Inc",WAITING,680
6372,"Umbrella, Inc",WAITING,788
6373,"Acme, Inc",OK,505
6374,"Umbrella, Inc",OK,926
6375,"Umbrella, Inc",CANCELED,101
6376,"Umbrella, Inc",OK,419
6377,"Umbrella, Inc",WAITING,576
6378,"Umbrella, Inc",WAITING,127
6379,"Umbrella, Inc",CANCELED,191
6380,"Umbrella, Inc",OK,161
6381,"Acme, Inc",CANCELED,646
6382,"Acme, Inc",CANCELED,876
6383,"Acme, Inc",CANCELED,255
6384,"Acme, Inc",OK,991
6385,"Umbrella, Inc",CANCELED,797
6386,"Umbrella, Inc",CANCELED,317
6387,"Umbrella, Inc",CANCELED,968
6388,"Acme, Inc",OK,226
6389,"Umbrella, Inc",OK,350
6390,"Umbrella, Inc",WAITING,261
6391,"Acme, Inc",WAITING,457
6392,"Umbrella, Inc",CANCELED,515
6393,"Umbrella, Inc",CANCELED,251
6394,"Umbrella, Inc",CANCELED,801
6395,"Acme, Inc",WAITING,640
6396,"Umbrella, Inc",OK,617
6397,"Acme, Inc",OK,657
6398,"Acme, Inc",OK,999
6399,"Umbrella, Inc",WAITING,830
6400,"Acme, Inc",WAITING,330
6401,"Acme, Inc",OK,267
6402,"Acme, Inc",OK,437
6403,"Acme, Inc",WAITING,943
6404,"Acme, Inc",WAITING,454
6405,"Umbrella, Inc",CANCELED,867
6406,"Umbrella, Inc",CANCELED,431
6407,"Acme, Inc",OK,847
6408,"Umbrella, Inc",OK,644
6409,"Umbrella, Inc",OK,544
6410,"Umbrella, Inc",CANCELED,997
6411,"Acme, Inc",CANCELED,757
6412,"Umbrella, Inc",CANCELED,548
6413,"Acme, Inc",WAITING,974
6414,"Umbrella, Inc",WAITING,107
6415,"Acme, Inc",WAITING,636
6416,"Umbrella, Inc",CANCELED,614
6417,"Acme, Inc",CANCELED,389
6418,"Umbrella, Inc",CANCELED,586
6419,"Umbrella, Inc",CANCELED,432
6420,"Acme, Inc",CANCELED,280
6421,"Acme, Inc",CANCELED,787
6422,"Umbrella, Inc",WAITING,833
6423,"Acme, Inc",OK,488
6424,"Acme, Inc",OK,284
6425,"Acme, Inc",OK,694
6426,"Acme, Inc",OK,610
6427,"Acme, Inc",OK,232
6428,"Umbrella, Inc",WAITING,715
6429,"Umbrella, Inc",CANCELED,737
6430,"Umbrella, Inc",WAITING,456
6431,"Acme, Inc",OK,334
6432,"Umbrella, Inc",WAITING,577
6433,"Umbrella, Inc",CANCELED,178
6434,"Acme, Inc",OK,477
6435,"Umbrella, Inc",OK,861
6436,"Acme, Inc",WAITING,967
6437,"Umbrella, Inc",WAITING,556
6438,"Acme, Inc",WAITING,831
6439,"Umbrella, Inc",OK,282
6440,"Umbrella, Inc",OK,985
6441,"Umbrella, Inc",WAITING,334
6442,"Acme, Inc",CANCELED,285
6443,"Acme, Inc",CANCELED,467
6444,"Umbrella, Inc",OK,283
6445,"Acme, Inc",CANCELED,464
6446,"Umbrella, Inc",CANCELED,371
6447,"Umbrella, Inc",WAITING,673
6448,"Umbrella, Inc",WAITING,945
6449,"Umbrella, Inc",OK,386
6450,"Acme, Inc",WAITING,343
6451,"Umbrella, Inc",OK,644
6452,"Acme, Inc",OK,949
6453,"Umbrella, Inc",CANCELED,240
6454,"Acme, Inc",OK,360
6455,"Umbrella, Inc",WAITING,404
6456,"Acme, Inc",OK,511
6457,"Umbrella, Inc",OK,349
6458,"Acme, Inc",CANCELED,229
6459,"Umbrella, Inc",WAITING,360
6460,"Acme, Inc",CANCELED,926
6461,"Acme, Inc",OK,373
6462,"Umbrella, Inc",OK,399
6463,"Acme, Inc",CANCELED,796
6464,"Umbrella, Inc",OK,687
6465,"Umbrella, Inc",CANCELED,266
6466,"Umbrella, Inc",OK,322
6467,"Acme, Inc",CANCELED,232
6468,"Acme, Inc",OK,185
